tipo_presupuesto,funcion,anho,monto
2-PROGRAMAS DE ACCIÓN,"329-PROMOCION,ASISTENCIA Y ACCION SOCIAL SIN DISCRIMINAR",2013,105054734744
1-PROGRAMAS DE ADMINISTRACION,433-TRANSPORTE FLUVIAL,2014,104870905707
1-PROGRAMAS DE ADMINISTRACION,221-ORDEN PÚBLICO Y SEGURIDAD INTERIOR,2015,104458757552
1-PROGRAMAS DE ADMINISTRACION,141-CONT. Y AUD. GUBERNAMENTAL,2015,101654235350
2-PROGRAMAS DE ACCIÓN,452-SERVICIOS PECUARIOS,2015,100148900215
1-PROGRAMAS DE ADMINISTRACION,131-CONDUCCIÓN POLITICA,2015,99899993664
3-PROGRAMAS DE INVERSIÓN,"329-PROMOCION,ASISTENCIA Y ACCION SOCIAL SIN DISCRIMINAR",2013,99850691304
2-PROGRAMAS DE ACCIÓN,241-INVERSIÓN SEGURIDAD,2014,99543592369
1-PROGRAMAS DE ADMINISTRACION,221-ORDEN PÚBLICO Y SEGURIDAD INTERIOR,2011,97962259562
2-PROGRAMAS DE ACCIÓN,231-RECLUSIÓN PENAL,2012,96600868139
3-PROGRAMAS DE INVERSIÓN,459-AGRICULTURA Y OTROS SIN DISCRIMINAR,2012,95281060218
3-PROGRAMAS DE INVERSIÓN,371-VIVIENDA Y URBANISMO,2014,94741324672
1-PROGRAMAS DE ADMINISTRACION,143-ADMINISTRACION FINANCIERA Y CONTROL GUBERNAMENTAL,2015,94190772004
2-PROGRAMAS DE ACCIÓN,"459-AGRICULTURA , GANADERIA, CAZA Y PESCA SIN DISCRIMINAR",2015,93661522964
2-PROGRAMAS DE ACCIÓN,331-ADMINISTRACION DE LOS SERVICIOS DE SEGURIDAD SOCIAL,2014,93143270024
2-PROGRAMAS DE ACCIÓN,"329-PROMOCION,ASISTENCIA Y ACCION SOCIAL SIN DISCRIMINAR",2014,89831979078
1-PROGRAMAS DE ADMINISTRACION,141-CONT. Y AUD. GUBERNAMENTAL,2014,89526273807
3-PROGRAMAS DE INVERSIÓN,319-SALUD SIN DISCRIMINAR,2015,89509635646
2-PROGRAMAS DE ACCIÓN,452-SERVICIOS PECUARIOS,2013,89187386915
2-PROGRAMAS DE ACCIÓN,331-ADMINISTRACION Y PROMOCION,2013,88779084958
2-PROGRAMAS DE ACCIÓN,342-EDUCACION MEDIA Y TECNICA,2016,88680069625
2-PROGRAMAS DE ACCIÓN,459-AGRICULTURA Y OTROS SIN DISCRIMINAR,2012,87674128518
1-PROGRAMAS DE ADMINISTRACION,433-TRANSPORTE FLUVIAL,2012,86542818800
1-PROGRAMAS DE ADMINISTRACION,433-TRANSPORTE FLUVIAL,2013,86507377630
2-PROGRAMAS DE ACCIÓN,452-SERVICIOS PECUARIOS,2014,85601811935
2-PROGRAMAS DE ACCIÓN,412-PETROLEO Y GAS,2016,84783880249
2-PROGRAMAS DE ACCIÓN,231-RECLUSIÓN PENAL,2011,83600805124
2-PROGRAMAS DE ACCIÓN,459-AGRICULTURA Y OTROS SIN DISCRIMINAR,2011,82730523521
3-PROGRAMAS DE INVERSIÓN,326-SERVICIOS SOCIALES PARA LA REFORMA AGRARIA Y COLONIZACION,2011,81478436858
3-PROGRAMAS DE INVERSIÓN,371-VIVIENDA Y URBANISMO,2011,81089869552
1-PROGRAMAS DE ADMINISTRACION,141-CONT. Y AUD. GUBERNAMENTAL,2013,81011337340
1-PROGRAMAS DE ADMINISTRACION,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2015,80666979955
3-PROGRAMAS DE INVERSIÓN,"329-PROMOCION,ASISTENCIA Y ACCION SOCIAL SIN DISCRIMINAR",2012,80354628294
1-PROGRAMAS DE ADMINISTRACION,433-TRANSPORTE FLUVIAL,2011,78966018561
1-PROGRAMAS DE ADMINISTRACION,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2014,78426383729
2-PROGRAMAS DE ACCIÓN,331-ADMINISTRACION DE LOS SERVICIOS DE SEGURIDAD SOCIAL,2015,78415538158
1-PROGRAMAS DE ADMINISTRACION,433-TRANSPORTE FLUVIAL,2015,77629737516
2-PROGRAMAS DE ACCIÓN,331-ADMINISTRACION Y PROMOCION,2012,76583780238
1-PROGRAMAS DE ADMINISTRACION,432-TRANSPORTE AEREO,2014,76492499550
2-PROGRAMAS DE ACCIÓN,"459-AGRICULTURA , GANADERIA, CAZA Y PESCA SIN DISCRIMINAR",2014,75763696673
3-PROGRAMAS DE INVERSIÓN,"459-AGRICULTURA , GANADERIA, CAZA Y PESCA SIN DISCRIMINAR",2013,74650338492
2-PROGRAMAS DE ACCIÓN,"459-AGRICULTURA , GANADERIA, CAZA Y PESCA SIN DISCRIMINAR",2013,73139834745
1-PROGRAMAS DE ADMINISTRACION,432-TRANSPORTE AEREO,2012,72880932883
2-PROGRAMAS DE ACCIÓN,611-REGULACIÓN Y CONTROL DE SERVICIOS DE TELECOMUNICACIÓN,2012,72837582967
1-PROGRAMAS DE ADMINISTRACION,432-TRANSPORTE AEREO,2011,71292978427
2-PROGRAMAS DE ACCIÓN,452-SERVICIOS PECUARIOS,2011,71000712115
2-PROGRAMAS DE ACCIÓN,"329-PROMOCION,ASISTENCIA Y ACCION SOCIAL SIN DISCRIMINAR",2015,70242143351
2-PROGRAMAS DE ACCIÓN,132-ADMINISTRACIÓN GENERAL,2015,70107514006
2-PROGRAMAS DE ACCIÓN,452-SERVICIOS PECUARIOS,2012,70054702995
1-PROGRAMAS DE ADMINISTRACION,432-TRANSPORTE AEREO,2015,66935865420
1-PROGRAMAS DE ADMINISTRACION,451-SERVICIOS AGRICOLAS,2014,66037442310
3-PROGRAMAS DE INVERSIÓN,459-AGRICULTURA Y OTROS SIN DISCRIMINAR,2011,65194468839
2-PROGRAMAS DE ACCIÓN,345-DEPORTE Y RECREACION,2014,64223316464
3-PROGRAMAS DE INVERSIÓN,353-DIFUSION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2015,63615615332
3-PROGRAMAS DE INVERSIÓN,353-DIFUSION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2014,63529356521
1-PROGRAMAS DE ADMINISTRACION,432-TRANSPORTE AEREO,2013,62779667774
1-PROGRAMAS DE ADMINISTRACION,326-SERVICIOS SOCIALES PARA LA REFORMA AGRARIA Y COLONIZACION,2015,62247365165
3-PROGRAMAS DE INVERSIÓN,319-SALUD SIN DISCRIMINAR,2013,61791143862
2-PROGRAMAS DE ACCIÓN,421-SERVICIOS POSTALES,2014,61292836218
1-PROGRAMAS DE ADMINISTRACION,451-SERVICIOS AGRICOLAS,2015,60195322474
2-PROGRAMAS DE ACCIÓN,483-CREDITO PECUARIO,2011,59432622729
2-PROGRAMAS DE ACCIÓN,344-CULTURA,2015,59332321199
3-PROGRAMAS DE INVERSIÓN,345-DEPORTE Y RECREACION,2013,59036899775
2-PROGRAMAS DE ACCIÓN,421-SERVICIOS POSTALES,2015,59002938218
2-PROGRAMAS DE ACCIÓN,321-ASISTENCIA  A PERSONAS CON NECESIDADES ESPECIALES,2014,58742226687
2-PROGRAMAS DE ACCIÓN,421-SERVICIOS POSTALES,2012,58448405971
2-PROGRAMAS DE ACCIÓN,611-REGULACIÓN Y CONTROL DE SERVICIOS DE TELECOMUNICACIÓN,2014,57997797559
3-PROGRAMAS DE INVERSIÓN,312-SANEAMIENTO AMBIENTAL,2011,57722686244
3-PROGRAMAS DE INVERSIÓN,371-VIVIENDA Y URBANISMO,2012,57457026082
2-PROGRAMAS DE ACCIÓN,321-ASISTENCIA  A PERSONAS CON NECESIDADES ESPECIALES,2013,57451618979
3-PROGRAMAS DE INVERSIÓN,355-SERVICIOS ESTADISTICOS,2012,57257768553
2-PROGRAMAS DE ACCIÓN,345-DEPORTE Y RECREACION,2015,57188536614
1-PROGRAMAS DE ADMINISTRACION,133-SERVICIO EXTERIOR,2016,56959720102
3-PROGRAMAS DE INVERSIÓN,"329-PROMOCION,ASISTENCIA Y ACCION SOCIAL SIN DISCRIMINAR",2011,56537864177
2-PROGRAMAS DE ACCIÓN,421-SERVICIOS POSTALES,2013,56511485034
1-PROGRAMAS DE ADMINISTRACION,451-SERVICIOS AGRICOLAS,2013,55370966587
2-PROGRAMAS DE ACCIÓN,321-ASISTENCIA  A PERSONAS CON NECESIDADES ESPECIALES,2015,54883102442
1-PROGRAMAS DE ADMINISTRACION,461-PRODUCCION INDUSTRIAL,2015,53006073841
2-PROGRAMAS DE ACCIÓN,312-SANEAMIENTO AMBIENTAL,2015,52956970318
1-PROGRAMAS DE ADMINISTRACION,451-SERVICIOS AGRICOLAS,2012,52876191807
1-PROGRAMAS DE ADMINISTRACION,141-CONT. Y AUD. GUBERNAMENTAL,2011,52623161783
2-PROGRAMAS DE ACCIÓN,371-VIVIENDA Y URBANISMO,2016,52227465962
1-PROGRAMAS DE ADMINISTRACION,461-PRODUCCION INDUSTRIAL,2014,50982717341
2-PROGRAMAS DE ACCIÓN,"661-REGULACIÓN  Y CONTROL DEL SISTEMA MONETARIO, CRED. Y CAMBIAR",2011,50000000000
2-PROGRAMAS DE ACCIÓN,483-CREDITO PECUARIO,2015,49421986049
3-PROGRAMAS DE INVERSIÓN,345-DEPORTE Y RECREACION,2012,48353737866
2-PROGRAMAS DE ACCIÓN,472-TURISMO,2015,48210496732
2-PROGRAMAS DE ACCIÓN,483-CREDITO PECUARIO,2014,46855900799
3-PROGRAMAS DE INVERSIÓN,312-SANEAMIENTO AMBIENTAL,2014,46301658242
3-PROGRAMAS DE INVERSIÓN,344-CULTURA,2011,45939379023
1-PROGRAMAS DE ADMINISTRACION,"671-REG. Y CONTROL DEL SIST. NAC, CONTRATC PUB",2014,45290747383
1-PROGRAMAS DE ADMINISTRACION,324-TARIFA SOCIAL DE ENERGIA ELECTRICA,2014,45112523415
1-PROGRAMAS DE ADMINISTRACION,324-TARIFA SOCIAL DE ENERGIA ELECTRICA,2013,45112523415
3-PROGRAMAS DE INVERSIÓN,371-VIVIENDA Y URBANISMO,2013,44802171950
1-PROGRAMAS DE ADMINISTRACION,324-TARIFA SOCIAL DE ENERGIA ELECTRICA,2011,44507109721
1-PROGRAMAS DE ADMINISTRACION,231-RECLUSIÓN PENAL,2015,44081811020
2-PROGRAMAS DE ACCIÓN,321-ASISTENCIA  A PERSONAS CON NECESIDADES ESPECIALES,2011,44036676012
1-PROGRAMAS DE ADMINISTRACION,"671-REG. Y CONTROL DEL SIST. NAC, CONTRATC PUB",2015,44022036029
1-PROGRAMAS DE ADMINISTRACION,452-SERVICIOS PECUARIOS,2015,43808486613
1-PROGRAMAS DE ADMINISTRACION,452-SERVICIOS PECUARIOS,2014,43223265566
2-PROGRAMAS DE ACCIÓN,321-ASISTENCIA  A PERSONAS CON NECESIDADES ESPECIALES,2012,42659742355
3-PROGRAMAS DE INVERSIÓN,349-EDUCACION Y CULTURA SIN DISCRIMINAR,2013,42108107688
1-PROGRAMAS DE ADMINISTRACION,461-PRODUCCION INDUSTRIAL,2012,41832649159
1-PROGRAMAS DE ADMINISTRACION,371-VIVIENDA Y URBANISMO,2015,41783141837
3-PROGRAMAS DE INVERSIÓN,181-INVERSIÓN EN ADMINISTRACIÓN GUBERNAMENTAL,2011,41624532498
2-PROGRAMAS DE ACCIÓN,421-SERVICIOS POSTALES,2011,41354027432
1-PROGRAMAS DE ADMINISTRACION,324-TARIFA SOCIAL DE ENERGIA ELECTRICA,2012,41314200041
1-PROGRAMAS DE ADMINISTRACION,452-SERVICIOS PECUARIOS,2013,40641531144
1-PROGRAMAS DE ADMINISTRACION,451-SERVICIOS AGRICOLAS,2011,40517033938
2-PROGRAMAS DE ACCIÓN,483-CREDITO PECUARIO,2013,40441392043
2-PROGRAMAS DE ACCIÓN,141-CONT. Y AUD. GUBERNAMENTAL,2014,40426874927
1-PROGRAMAS DE ADMINISTRACION,291-SEGURIDAD SIN DISCRIMINAR,2014,40185174916
3-PROGRAMAS DE INVERSIÓN,349-EDUCACION Y CULTURA SIN DISCRIMINAR,2015,39786892949
1-PROGRAMAS DE ADMINISTRACION,344-CULTURA,2014,39667003570
2-PROGRAMAS DE ACCIÓN,241-INVERSIÓN SEGURIDAD,2015,39110248354
1-PROGRAMAS DE ADMINISTRACION,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2013,38291102628
1-PROGRAMAS DE ADMINISTRACION,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2012,38051536272
3-PROGRAMAS DE INVERSIÓN,349-EDUCACION Y CULTURA SIN DISCRIMINAR,2014,38035174510
1-PROGRAMAS DE ADMINISTRACION,"671-SERVICIO DE REG. Y CONTROL DEL SIST. NAC, CONTRATC PUB",2013,37975314405
2-PROGRAMAS DE ACCIÓN,451-SERVICIOS AGRICOLAS,2014,37795695300
2-PROGRAMAS DE ACCIÓN,451-SERVICIOS AGRICOLAS,2015,37787646683
1-PROGRAMAS DE ADMINISTRACION,481-INTERMEDIACION FINANCIERA,2016,37415501003
3-PROGRAMAS DE INVERSIÓN,326-SERVICIOS SOCIALES PARA LA REFORMA AGRARIA Y COLONIZACION,2014,37258890688
1-PROGRAMAS DE ADMINISTRACION,361-RELACIONES LABORALES,2015,37156324745
1-PROGRAMAS DE ADMINISTRACION,461-PRODUCCION INDUSTRIAL,2011,36761382557
1-PROGRAMAS DE ADMINISTRACION,111-LEGISLATIVA,2016,36286203947
2-PROGRAMAS DE ACCIÓN,352-INVESTIGACION Y DESARROLLO EXPERIMENTAL,2014,36273327919
1-PROGRAMAS DE ADMINISTRACION,344-CULTURA,2013,35561837573
2-PROGRAMAS DE ACCIÓN,483-CREDITO PECUARIO,2012,35439135698
2-PROGRAMAS DE ACCIÓN,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2011,33401104068
1-PROGRAMAS DE ADMINISTRACION,449-ECOLOGIA Y MEDIO AMBIENTE SIN DISCRIMINAR,2014,32690627577
1-PROGRAMAS DE ADMINISTRACION,"329-PROMOCION,ASISTENCIA Y ACCION SOCIAL SIN DISCRIMINAR",2016,32269111706
1-PROGRAMAS DE ADMINISTRACION,344-CULTURA,2015,31962966179
1-PROGRAMAS DE ADMINISTRACION,"671-SERVICIO DE REG. Y CONTROL DEL SIST. NAC, CONTRATC PUB",2012,31751572009
2-PROGRAMAS DE ACCIÓN,472-TURISMO,2012,31730330589
2-PROGRAMAS DE ACCIÓN,222-MIGRACIONES,2015,31626495678
1-PROGRAMAS DE ADMINISTRACION,344-CULTURA,2012,31457486848
2-PROGRAMAS DE ACCIÓN,225-IDENTIFICACIONES,2011,31421471408
1-PROGRAMAS DE ADMINISTRACION,449-ECOLOGIA Y MEDIO AMBIENTE SIN DISCRIMINAR,2015,31304783303
1-PROGRAMAS DE ADMINISTRACION,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2011,31271553608
1-PROGRAMAS DE ADMINISTRACION,461-PRODUCCION INDUSTRIAL,2013,31184275759
3-PROGRAMAS DE INVERSIÓN,241-INVERSIÓN SEGURIDAD NACIONAL,2012,31127887503
2-PROGRAMAS DE ACCIÓN,472-TURISMO,2014,30917217745
3-PROGRAMAS DE INVERSIÓN,181-INVERSIÓN EN ADMINISTRACIÓN GUBERNAMENTAL,2012,30535116650
2-PROGRAMAS DE ACCIÓN,472-TURISMO,2013,30362237864
2-PROGRAMAS DE ACCIÓN,354-SERVICIOS CIENTIFICOS Y TECNOLOGICOS,2015,30252642193
1-PROGRAMAS DE ADMINISTRACION,121-JUDICIAL,2016,30151267662
2-PROGRAMAS DE ACCIÓN,349-EDUCACION Y CULTURA SIN DISCRIMINAR,2015,30019161224
2-PROGRAMAS DE ACCIÓN,225-IDENTIFICACIONES,2012,29958451972
2-PROGRAMAS DE ACCIÓN,141-CONT. Y AUD. GUBERNAMENTAL,2015,29673023412
1-PROGRAMAS DE ADMINISTRACION,291-SEGURIDAD SIN DISCRIMINAR,2011,29333506056
2-PROGRAMAS DE ACCIÓN,141-CONT. Y AUD. GUBERNAMENTAL,2012,28545922958
3-PROGRAMAS DE INVERSIÓN,241-INVERSIÓN SEGURIDAD NACIONAL,2011,28483826890
2-PROGRAMAS DE ACCIÓN,"333-VEJEZ, INCAPACIDAD Y SUPERVIVENCIA",2016,28243241517
3-PROGRAMAS DE INVERSIÓN,326-SERVICIOS SOCIALES PARA LA REFORMA AGRARIA Y COLONIZACION,2013,28159402501
1-PROGRAMAS DE ADMINISTRACION,452-SERVICIOS PECUARIOS,2012,27780647385
2-PROGRAMAS DE ACCIÓN,491-SERVICIOS DE OBRAS PÚBLICAS,2012,27513877840
2-PROGRAMAS DE ACCIÓN,353-DIFUSION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2015,27475925868
2-PROGRAMAS DE ACCIÓN,225-IDENTIFICACIONES,2014,27407578749
1-PROGRAMAS DE ADMINISTRACION,491-SERVICIOS DE OBRAS PÚBLICAS,2016,26739499726
2-PROGRAMAS DE ACCIÓN,349-EDUCACION Y CULTURA SIN DISCRIMINAR,2014,26521048266
1-PROGRAMAS DE ADMINISTRACION,611-REGULACIÓN Y CONTROL DE SERVICIOS DE TELECOMUNICACIONES,2016,26439251319
2-PROGRAMAS DE ACCIÓN,226-REGISTRO CIVIL DE LAS PERSONAS,2015,26212233295
2-PROGRAMAS DE ACCIÓN,355-SERVICIOS ESTADISTICOS,2011,25931993398
2-PROGRAMAS DE ACCIÓN,141-CONT. Y AUD. GUBERNAMENTAL,2013,25405954866
1-PROGRAMAS DE ADMINISTRACION,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2012,25207643973
2-PROGRAMAS DE ACCIÓN,491-SERVICIOS DE OBRAS PÚBLICAS,2014,25180908708
2-PROGRAMAS DE ACCIÓN,226-SERVICIO DEL REGISTRO CIVIL,2013,25069236094
1-PROGRAMAS DE ADMINISTRACION,"671-SERVICIO DE REG. Y CONTROL DEL SIST. NAC, CONTRATC PUB",2011,24906096283
2-PROGRAMAS DE ACCIÓN,472-TURISMO,2011,24839169151
1-PROGRAMAS DE ADMINISTRACION,452-SERVICIOS PECUARIOS,2011,24744100790
2-PROGRAMAS DE ACCIÓN,222-MIGRACIONES,2014,24679750135
2-PROGRAMAS DE ACCIÓN,451-SERVICIOS AGRICOLAS,2013,24456566877
1-PROGRAMAS DE ADMINISTRACION,344-CULTURA,2011,24429476246
2-PROGRAMAS DE ACCIÓN,344-CULTURA,2014,23558076438
3-PROGRAMAS DE INVERSIÓN,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2012,23123741197
1-PROGRAMAS DE ADMINISTRACION,651-REGULACIÓN Y CONTROL DE LAS COOPERATIVAS,2014,23067994449
2-PROGRAMAS DE ACCIÓN,225-IDENTIFICACIONES,2013,23053955222
2-PROGRAMAS DE ACCIÓN,313-PROMOCIÓN Y ASISTENCIA,2014,22579453857
1-PROGRAMAS DE ADMINISTRACION,323-SERVICIOS DE ACCIÓN SOCIAL,2015,22495670511
2-PROGRAMAS DE ACCIÓN,451-SERVICIOS AGRICOLAS,2011,22163347192
2-PROGRAMAS DE ACCIÓN,344-CULTURA,2013,22151215500
1-PROGRAMAS DE ADMINISTRACION,312-SANEAMIENTO AMBIENTAL,2014,22082770404
2-PROGRAMAS DE ACCIÓN,222-MIGRACIONES,2013,21866924255
1-PROGRAMAS DE ADMINISTRACION,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2013,21778071954
2-PROGRAMAS DE ACCIÓN,226-SERVICIO DEL REGISTRO CIVIL,2012,21641486224
2-PROGRAMAS DE ACCIÓN,"350-CIENCIA, TECNOLOGÍA Y DIFUSIÓN",2013,21589591257
2-PROGRAMAS DE ACCIÓN,225-IDENTIFICACIONES,2015,21316974806
1-PROGRAMAS DE ADMINISTRACION,431-TRANSPORTE TERRESTRE,2013,21309646182
2-PROGRAMAS DE ACCIÓN,313-PROMOCIÓN Y ASISTENCIA,2013,21234222894
2-PROGRAMAS DE ACCIÓN,442-SERVICIOS DEL MEDIO AMBIENTE,2014,21171460262
2-PROGRAMAS DE ACCIÓN,344-CULTURA,2012,21162559485
3-PROGRAMAS DE INVERSIÓN,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2014,21147663557
2-PROGRAMAS DE ACCIÓN,"661-REGULACIÓN  Y CONTROL DEL SISTEMA MONETARIO, CRED. Y CAMBIAR",2012,21000000000
1-PROGRAMAS DE ADMINISTRACION,431-TRANSPORTE TERRESTRE,2014,20969339556
3-PROGRAMAS DE INVERSIÓN,342-EDUCACION MEDIA Y TECNICA,2013,20853960820
1-PROGRAMAS DE ADMINISTRACION,442-SERVICIOS DEL MEDIO AMBIENTE,2015,20818816351
2-PROGRAMAS DE ACCIÓN,361-RELACIONES LABORALES,2013,20581367746
1-PROGRAMAS DE ADMINISTRACION,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2015,20453389612
2-PROGRAMAS DE ACCIÓN,226-REGISTRO CIVIL DE LAS PERSONAS,2014,20448677104
2-PROGRAMAS DE ACCIÓN,361-RELACIONES LABORALES,2012,20416814381
3-PROGRAMAS DE INVERSIÓN,433-TRANSPORTE FLUVIAL,2011,20410267128
2-PROGRAMAS DE ACCIÓN,313-PROMOCIÓN Y ASISTENCIA,2012,20377635701
1-PROGRAMAS DE ADMINISTRACION,431-TRANSPORTE TERRESTRE,2011,20084691446
2-PROGRAMAS DE ACCIÓN,355-SERVICIOS ESTADISTICOS,2013,19730378807
2-PROGRAMAS DE ACCIÓN,354-SERVICIOS CIENTIFICOS Y TECNOLOGICOS,2012,19654686991
2-PROGRAMAS DE ACCIÓN,141-CONT. Y AUD. GUBERNAMENTAL,2011,19598296098
2-PROGRAMAS DE ACCIÓN,442-SERVICIOS DEL MEDIO AMBIENTE,2011,19539795392
2-PROGRAMAS DE ACCIÓN,442-SERVICIOS DEL MEDIO AMBIENTE,2012,19534257506
2-PROGRAMAS DE ACCIÓN,345-DEPORTE Y RECREACION,2013,19487200045
2-PROGRAMAS DE ACCIÓN,354-SERVICIOS CIENTIFICOS Y TECNOLOGICOS,2011,19457532248
1-PROGRAMAS DE ADMINISTRACION,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2014,19429357616
2-PROGRAMAS DE ACCIÓN,451-SERVICIOS AGRICOLAS,2012,19294324532
2-PROGRAMAS DE ACCIÓN,611-REGULACIÓN Y CONTROL DE SERVICIOS DE TELECOMUNICACIÓN,2015,19210617285
3-PROGRAMAS DE INVERSIÓN,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2015,19049504673
1-PROGRAMAS DE ADMINISTRACION,431-TRANSPORTE TERRESTRE,2012,18842686033
3-PROGRAMAS DE INVERSIÓN,345-DEPORTE Y RECREACION,2011,18802593283
2-PROGRAMAS DE ACCIÓN,355-SERVICIOS ESTADISTICOS,2012,18490231853
2-PROGRAMAS DE ACCIÓN,124-MINISTERIO PÚBLICO,2012,18441396655
2-PROGRAMAS DE ACCIÓN,313-PROMOCIÓN Y ASISTENCIA,2011,18282809992
2-PROGRAMAS DE ACCIÓN,355-SERVICIOS ESTADISTICOS,2015,18198549888
1-PROGRAMAS DE ADMINISTRACION,221-ORDEN PÚBLICO Y SEGURIDAD INTERIOR,2016,17997679148
2-PROGRAMAS DE ACCIÓN,355-SERVICIOS ESTADISTICOS,2014,17626747109
2-PROGRAMAS DE ACCIÓN,349-EDUCACION Y CULTURA SIN DISCRIMINAR,2013,17616723694
2-PROGRAMAS DE ACCIÓN,226-SERVICIO DEL REGISTRO CIVIL,2011,17479502504
2-PROGRAMAS DE ACCIÓN,442-SERVICIOS DEL MEDIO AMBIENTE,2013,17135840300
3-PROGRAMAS DE INVERSIÓN,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2013,16968584273
1-PROGRAMAS DE ADMINISTRACION,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2011,16864532427
3-PROGRAMAS DE INVERSIÓN,181-INVERSIÓN EN ADMINISTRACIÓN GUBERNAMENTAL,2014,16677162884
2-PROGRAMAS DE ACCIÓN,323-SERVICIOS DE ACCIÓN SOCIAL,2016,16650423039
1-PROGRAMAS DE ADMINISTRACION,241-INVERSIÓN SEGURIDAD,2014,16578787973
3-PROGRAMAS DE INVERSIÓN,341-EDUCACION ELEMENTAL,2015,16518967026
3-PROGRAMAS DE INVERSIÓN,"329-PROMOCION,ASISTENCIA Y ACCION SOCIAL SIN DISCRIMINAR",2014,16483182025
2-PROGRAMAS DE ACCIÓN,222-MIGRACIONES,2012,16318966173
2-PROGRAMAS DE ACCIÓN,344-CULTURA,2011,16265714348
2-PROGRAMAS DE ACCIÓN,491-SERVICIOS DE OBRAS PÚBLICAS,2013,16092465856
1-PROGRAMAS DE ADMINISTRACION,651-REGULACIÓN Y CONTROL DE LAS COOPERATIVAS,2015,15954363252
2-PROGRAMAS DE ACCIÓN,349-EDUCACION Y CULTURA SIN DISCRIMINAR,2012,15877859277
2-PROGRAMAS DE ACCIÓN,361-RELACIONES LABORALES,2011,15611319515
2-PROGRAMAS DE ACCIÓN,345-DEPORTE Y RECREACION,2012,15607262301
3-PROGRAMAS DE INVERSIÓN,355-SERVICIOS ESTADISTICOS,2011,15507313026
2-PROGRAMAS DE ACCIÓN,611-REGULACIÓN Y CONTROL DE SERVICIOS DE TELECOMUNICACIÓN,2011,15359779805
1-PROGRAMAS DE ADMINISTRACION,"459-AGRICULTURA , GANADERIA, CAZA Y PESCA SIN DISCRIMINAR",2016,15211087383
3-PROGRAMAS DE INVERSIÓN,181-INVERSIÓN EN ADMINISTRACIÓN GUBERNAMENTAL,2013,15105767504
2-PROGRAMAS DE ACCIÓN,142-CONTROL FISCAL,2016,15052570388
1-PROGRAMAS DE ADMINISTRACION,651-REGULACIÓN Y CONTROL DE LAS COOPERATIVAS,2013,15045571047
3-PROGRAMAS DE INVERSIÓN,461-PRODUCCION INDUSTRIAL,2011,14809124401
3-PROGRAMAS DE INVERSIÓN,323-SERVICIOS DE ACCIÓN SOCIAL,2013,14639521539
2-PROGRAMAS DE ACCIÓN,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2014,14398968123
3-PROGRAMAS DE INVERSIÓN,355-SERVICIOS ESTADISTICOS,2013,14288010546
2-PROGRAMAS DE ACCIÓN,211-SERVICIOS DE SEGURIDAD NACIONAL,2016,14084414332
2-PROGRAMAS DE ACCIÓN,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2015,14034043272
2-PROGRAMAS DE ACCIÓN,491-SERVICIOS DE OBRAS PÚBLICAS,2011,13517341933
1-PROGRAMAS DE ADMINISTRACION,312-SANEAMIENTO AMBIENTAL,2013,13254757193
1-PROGRAMAS DE ADMINISTRACION,141-CONT. Y AUD. GUBERNAMENTAL,2012,13246427060
3-PROGRAMAS DE INVERSIÓN,241-INVERSIÓN SEGURIDAD NACIONAL,2013,13077345310
3-PROGRAMAS DE INVERSIÓN,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2011,13057948968
3-PROGRAMAS DE INVERSIÓN,323-SERVICIOS DE ACCIÓN SOCIAL,2012,13021412912
3-PROGRAMAS DE INVERSIÓN,325-SERVICIOS SOCIALES DE LOS GOB. DEPARTAMENTALES,2012,12959652275
1-PROGRAMAS DE ADMINISTRACION,651-REGULACIÓN Y CONTROL DE LAS COOPERATIVAS,2012,12708745197
2-PROGRAMAS DE ACCIÓN,222-MIGRACIONES,2011,12706853068
2-PROGRAMAS DE ACCIÓN,672-REG. Y CONTROL DE LOS SERV. DE REG.DE PROP. INTELECTUAL,2015,12651713139
